MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2021 / 01,Manhattan,10,2612.8,293.9,289.6,,,15.0,28.8,1
2021 / 01,Bronx,04,3989.2,310.7,404.8,,,,6.2,2
2020 / 08,Bronx,04,4577.6,336.1,461.9,,,,,2
2020 / 03,Brooklyn,01,5676.2,680.3,543.8,51.7,,,,3
2021 / 03,Brooklyn,01,6118.5,793.8,569.7,,,,,3
2020 / 07,Brooklyn,03,4746.2,492.5,525.9,,,,,3
2021 / 02,Brooklyn,03,3596.3,382.1,345.2,,,,,3
2021 / 04,Brooklyn,03,1122.9,101.3,107.0,,,,,3
2020 / 02,Manhattan,12,4166.3,398.2,468.2,25.4,37.1,,,1
2020 / 04,Manhattan,12,4258.4,440.4,590.3,29.9,,,,1
2021 / 03,Manhattan,05,1243.0,288.3,198.3,,,,,1
2020 / 08,Manhattan,05,1256.4,227.3,163.6,,,,,1
2020 / 09,Manhattan,08,4808.4,1075.1,751.7,,,,,1
2020 / 02,Manhattan,06,2628.2,526.2,408.4,33.7,,,,1
2020 / 08,Manhattan,06,2707.7,444.7,390.6,,,,,1
2020 / 12,Manhattan,06,2646.9,632.2,473.5,,,,,1
2020 / 12,Brooklyn,09,3272.2,355.9,316.9,,,,,3
2020 / 02,Manhattan,11,2063.2,192.2,181.5,,,,,1
2021 / 04,Manhattan,11,528.3,49.4,48.3,,,,,1
2020 / 07,Bronx,07,4304.2,435.2,626.2,,,,,2
2020 / 12,Bronx,07,3950.0,427.3,589.9,,,,,2
2020 / 02,Manhattan,04,2153.0,472.3,382.8,32.1,,,,1
2020 / 04,Manhattan,04,1845.2,402.7,427.6,27.7,,,,1
2021 / 01,Manhattan,04,2129.4,524.5,433.7,,,,21.6,1
2020 / 02,Manhattan,01,1285.2,385.4,252.1,17.3,,,,1
2020 / 02,Brooklyn,04,2665.1,236.5,349.0,,,,,3
2020 / 05,Bronx,03,2190.1,176.9,247.9,,,,,2
2020 / 01,Bronx,03,1927.2,165.4,236.9,,,,2.1,2
2020 / 09,Bronx,03,2252.3,247.9,315.0,,,,,2
2020 / 11,Bronx,06,2438.6,170.8,208.8,,,,,2
2020 / 03,Bronx,06,2216.1,156.9,220.7,9.5,18.2,,,2
2021 / 03,Bronx,06,2530.2,267.4,271.7,,,,,2
2021 / 03,Brooklyn,07,3534.9,442.0,439.1,,,,,3
2021 / 02,Staten Island,03,4382.1,621.5,595.7,,,,,5
2020 / 06,Brooklyn,11,5760.6,655.5,733.3,,,,,3
2020 / 04,Queens,05,4698.1,586.6,940.5,121.6,,,,4
2021 / 03,Queens,05,5193.9,645.4,801.2,,,,,4
2021 / 02,Queens,05,3871.6,517.1,658.6,,,,,4
2021 / 04,Queens,05,1192.6,166.5,211.1,,,,,4
2020 / 04,Brooklyn,18,5367.7,549.5,690.3,,,,,3
2021 / 03,Brooklyn,18,5901.4,585.5,666.2,,,,,3
2021 / 01,Brooklyn,18,5213.7,612.6,677.7,,,,12.0,3
2021 / 04,Brooklyn,18,1324.2,131.2,155.2,,,,,3
2020 / 10,Queens,13,6140.8,550.9,950.2,,,,,4
2020 / 06,Queens,13,7129.4,530.1,1228.2,,,,,4
2021 / 02,Queens,13,3787.1,352.0,693.3,,,,,4
2020 / 03,Bronx,09,3569.3,216.1,337.3,,,,,2
2021 / 03,Bronx,09,4039.9,268.5,413.4,,,,,2
2020 / 06,Staten Island,01,6633.5,709.1,1124.1,,,,,5
2020 / 08,Staten Island,01,6392.4,595.3,908.6,,,,,5
2021 / 01,Staten Island,01,5112.4,689.8,747.6,,,,25.1,5
2020 / 04,Bronx,10,2542.8,284.4,485.0,78.0,,,,2
2020 / 10,Bronx,10,2959.5,349.8,489.3,,,,,2
2020 / 06,Queens,12,8585.7,604.0,1246.4,,,,,4
2020 / 05,Queens,01,4382.4,609.6,766.9,,,,,4
2020 / 04,Brooklyn,15,4468.6,543.4,589.2,44.8,,,,3
2020 / 01,Brooklyn,15,4310.6,606.8,519.6,56.5,,,7.5,3
2020 / 09,Brooklyn,15,5053.9,587.0,554.5,,,,,3
2020 / 10,Brooklyn,15,5126.4,626.8,578.7,,,,,3
2020 / 04,Queens,09,3676.6,391.8,621.0,153.9,,,,4
2021 / 03,Queens,09,4344.6,450.3,638.9,,,,,4
2020 / 04,Brooklyn,05,4405.4,253.4,463.6,,,,,3
2020 / 10,Brooklyn,05,5295.8,301.4,503.6,,,,,3
2020 / 03,Brooklyn,05,4355.6,240.4,407.4,,,,,3
2021 / 01,Brooklyn,05,4538.8,301.3,468.4,,,,5.2,3
2020 / 07,Brooklyn,06,2322.7,547.8,470.5,,,,,3
2020 / 02,Brooklyn,06,1812.0,491.7,390.4,95.5,40.9,,,3
2021 / 04,Brooklyn,06,529.0,139.2,115.3,,,,,3
2020 / 05,Queens,03,5416.8,398.3,607.4,,,,,4
2020 / 11,Queens,03,5239.0,373.5,542.2,,,,,4
2020 / 07,Bronx,12,4959.5,500.1,765.4,,,,,2
2020 / 05,Bronx,12,4506.3,417.0,702.3,12.5,,,,2
2020 / 02,Queens,07,5371.4,694.6,661.4,91.2,,,,4
2020 / 07,Queens,07,7653.0,890.4,946.8,,,,,4
2021 / 03,Queens,07,6930.8,798.0,810.3,,,,,4
2020 / 03,Queens,07,6163.7,788.0,785.1,104.6,,,,4
2020 / 03,Brooklyn,14,4669.4,511.0,442.1,,43.3,,,3
2020 / 12,Brooklyn,14,5176.3,562.8,480.0,,,,,3
2020 / 07,Brooklyn,13,2463.8,223.3,289.7,,,,,3
2020 / 05,Brooklyn,13,2157.3,191.6,267.3,0.8,,,,3
2020 / 04,Brooklyn,12,6179.6,723.8,508.4,33.2,,,,3
2020 / 09,Brooklyn,12,6959.8,832.1,403.1,,,,,3
2020 / 12,Brooklyn,12,6782.2,875.5,450.3,,,,,3
2021 / 04,Brooklyn,12,1704.7,176.6,121.1,,,,,3
2021 / 03,Brooklyn,02,2645.2,545.2,455.2,,,,,3
2020 / 12,Brooklyn,02,2573.2,625.8,487.5,,,,,3
2021 / 03,Bronx,11,3306.4,325.1,380.6,,,,,2
2021 / 01,Bronx,11,2954.0,328.3,398.6,,,,12.9,2
2020 / 05,Queens,11,3554.5,465.8,542.8,8.9,,,,4
2020 / 07,Queens,08,4309.3,512.0,516.9,,,,,4
2020 / 05,Queens,08,4044.8,449.2,481.7,3.3,,,,4
2020 / 10,Queens,08,4121.9,503.7,478.2,,,,,4
2021 / 04,Queens,08,878.0,99.5,104.7,,,,,4
2020 / 01,Brooklyn,10,3221.2,528.5,502.9,67.9,,,38.0,3
2020 / 10,Brooklyn,10,3702.3,543.0,529.8,,,,,3
2021 / 04,Brooklyn,10,937.4,125.2,124.9,,,,,3
2020 / 04,Brooklyn,17,4078.9,284.3,459.0,,,,,3
2020 / 05,Brooklyn,17,4791.8,334.5,519.0,,,,,3
2020 / 01,Brooklyn,17,4047.7,318.6,472.3,,,,7.1,3
2020 / 08,Brooklyn,17,5342.7,361.1,554.3,,,,,3
2021 / 03,Queens,06,2973.7,421.0,432.6,,,,,4
2020 / 09,Bronx,08,2610.6,384.0,440.9,,,,,2
2020 / 02,Bronx,08,1999.5,286.4,329.9,42.5,,,,2
2020 / 01,Bronx,08,2250.0,346.8,406.0,60.4,,,21.6,2
2020 / 12,Bronx,08,2536.3,426.9,473.1,,,,,2
2020 / 11,Brooklyn,08,2839.1,345.1,329.7,,,11.6,,3
2020 / 08,Brooklyn,08,3045.1,332.7,353.8,,,,,3
2020 / 09,Brooklyn,16,2575.8,125.0,217.5,,,,,3
2020 / 08,Brooklyn,16,2681.0,131.4,209.8,,,,,3
2021 / 02,Manhattan,07,3772.9,890.2,715.9,,,,,1
2020 / 03,Manhattan,02,1722.4,455.9,339.9,,17.1,,,1
2020 / 11,Manhattan,02,1920.0,420.0,309.0,,,,,1
2020 / 08,Manhattan,02,1816.1,349.4,293.8,,,,,1
2020 / 01,Manhattan,10,2608.2,315.7,317.2,18.4,32.7,,25.2,1
2020 / 09,Bronx,04,4395.7,337.2,435.2,,,,,2
2020 / 03,Bronx,04,3893.3,264.4,404.7,11.7,,,,2
2021 / 04,Bronx,04,906.9,74.3,91.6,,,,,2
2020 / 05,Brooklyn,01,5289.9,744.4,587.0,1.9,,,,3
2020 / 06,Brooklyn,01,5831.8,730.3,612.6,,,,,3
2021 / 02,Brooklyn,01,5146.5,677.6,484.1,,,,,3
2021 / 01,Brooklyn,01,5452.2,827.4,565.6,,,,27.8,3
2021 / 04,Brooklyn,01,1630.9,205.3,165.0,,,,,3
2020 / 11,Brooklyn,03,4488.1,438.0,435.7,,,,,3
2021 / 03,Brooklyn,03,4691.7,491.7,482.7,,,,,3
2020 / 01,Brooklyn,03,3885.9,425.4,415.9,,,8.3,20.9,3
2020 / 01,Manhattan,12,4654.9,506.7,612.3,30.0,43.5,,32.0,1
2020 / 10,Manhattan,12,5136.1,546.0,577.3,,,,,1
2020 / 12,Manhattan,12,5082.2,639.3,659.9,,,,,1
2020 / 09,Manhattan,05,1269.8,300.8,201.5,,,,,1
2020 / 05,Manhattan,05,1017.3,212.6,169.1,,,,,1
2020 / 12,Manhattan,05,1189.7,296.3,202.2,,,,,1
2021 / 04,Manhattan,05,281.6,65.9,41.7,,,,,1
2020 / 02,Manhattan,08,4690.8,1084.8,812.3,20.6,,,,1
2021 / 02,Manhattan,08,4054.5,948.6,725.7,,,,,1
2020 / 05,Manhattan,08,3986.3,908.5,797.3,0.7,,,,1
2020 / 10,Bronx,05,3773.0,288.3,412.8,,,,,2
2020 / 01,Bronx,05,3304.4,202.3,332.1,,,,3.8,2
2020 / 04,Manhattan,06,2068.8,435.9,435.3,40.2,,,,1
2020 / 03,Manhattan,06,2708.7,524.0,414.5,45.3,,,,1
2020 / 07,Manhattan,09,2477.5,302.9,343.4,,,,,1
2020 / 09,Manhattan,09,2340.7,299.7,285.1,,,,,1
2021 / 04,Manhattan,09,496.6,72.7,76.6,,,,,1
2020 / 10,Brooklyn,09,3272.6,362.4,316.8,,,,,3
2020 / 11,Brooklyn,09,3132.5,299.3,252.8,,,,,3
2021 / 01,Brooklyn,09,2971.3,342.4,322.8,,,,7.0,3
2020 / 02,Bronx,07,3240.4,250.2,420.8,,,,,2
2020 / 09,Bronx,07,3946.7,412.8,618.8,,,,,2
2020 / 08,Manhattan,01,1209.4,300.9,219.1,,,,,1
2021 / 01,Manhattan,01,1175.8,385.3,267.6,,,,27.3,1
2020 / 10,Brooklyn,04,3562.6,371.2,460.0,,,,,3
2020 / 05,Brooklyn,04,3419.2,323.4,473.4,,,,,3
2020 / 08,Bronx,03,2326.3,166.0,246.3,,,,,2
2021 / 03,Bronx,03,2298.9,193.1,239.3,,,,,2
